Date,Total,Day
2010090418,2219,Saturday
2010090419,1906,Saturday
2010090420,1805,Saturday
2010090421,2079,Saturday
2010090422,1636,Saturday
2010090423,1488,Saturday
2010090500,891,Sunday
2010090501,447,Sunday
2010090502,260,Sunday
2010090503,162,Sunday
2010090504,205,Sunday
2010090505,268,Sunday
2010090506,652,Sunday
2010090507,879,Sunday
2010090508,948,Sunday
2010090509,1214,Sunday
2010090510,1621,Sunday
2010090511,1744,Sunday
2010090512,1969,Sunday
2010090513,2041,Sunday
2010090514,1961,Sunday
2010090515,2171,Sunday
2010090516,1969,Sunday
2010090517,2088,Sunday
2010090518,2041,Sunday
2010090519,1912,Sunday
2010090520,1804,Sunday
2010090521,1821,Sunday
2010090522,1757,Sunday
2010090523,1531,Sunday
2010090600,959,Monday
2010090601,472,Monday
2010090602,330,Monday
2010090603,159,Monday
2010090604,182,Monday
2010090605,400,Monday
2010090606,739,Monday
2010090607,864,Monday
2010090608,979,Monday
2010090609,1132,Monday
2010090610,1532,Monday
2010090611,1758,Monday
2010090612,1895,Monday
2010090613,2100,Monday
2010090614,2265,Monday
2010090615,2279,Monday
2010090616,2544,Monday
2010090617,2545,Monday
2010090618,2564,Monday
2010090619,2584,Monday
2010090620,2463,Monday
2010090621,2382,Monday
2010090622,2172,Monday
2010090623,1546,Monday
2010090700,741,Tuesday
2010090701,313,Tuesday
2010090702,158,Tuesday
2010090703,155,Tuesday
2010090704,275,Tuesday
2010090705,1002,Tuesday
2010090706,2520,Tuesday
2010090707,3673,Tuesday
2010090708,4158,Tuesday
2010090709,4241,Tuesday
2010090710,2924,Tuesday
2010090711,2744,Tuesday
2010090712,2799,Tuesday
2010090713,2340,Tuesday
2010090714,2459,Tuesday
2010090715,2608,Tuesday
2010090716,2684,Tuesday
2010090717,2841,Tuesday
2010090718,2864,Tuesday
2010090719,2039,Tuesday
2010090720,1763,Tuesday
2010090721,1514,Tuesday
2010090722,1407,Tuesday
2010090723,1097,Tuesday
2010090800,808,Wednesday
2010090801,400,Wednesday
2010090802,144,Wednesday
2010090803,141,Wednesday
2010090804,291,Wednesday
2010090805,928,Wednesday
2010090806,2242,Wednesday
2010090807,3507,Wednesday
2010090808,4290,Wednesday
2010090809,3875,Wednesday
2010090810,3038,Wednesday
2010090811,2945,Wednesday
2010090812,2797,Wednesday
2010090813,2424,Wednesday
2010090814,2266,Wednesday
2010090815,2701,Wednesday
2010090816,2751,Wednesday
2010090817,2776,Wednesday
2010090818,2729,Wednesday
2010090819,1816,Wednesday
2010090820,1577,Wednesday
2010090821,1626,Wednesday
2010090822,1694,Wednesday
2010090823,1086,Wednesday
2010090900,906,Thursday
2010090901,226,Thursday
2010090902,107,Thursday
2010090903,132,Thursday
2010090904,272,Thursday
2010090905,927,Thursday
2010090906,2351,Thursday
2010090907,3321,Thursday
2010090908,3841,Thursday
2010090909,3107,Thursday
2010090910,2634,Thursday
2010090911,2572,Thursday
2010090912,2137,Thursday
2010090913,2221,Thursday
2010090914,2468,Thursday
2010090915,2754,Thursday
2010090916,2792,Thursday
2010090917,2825,Thursday
2010090918,2452,Thursday
2010090919,1977,Thursday
2010090920,1896,Thursday
2010090921,1855,Thursday
2010090922,1799,Thursday
2010090923,1522,Thursday
2010091000,671,Friday
2010091001,264,Friday
2010091002,146,Friday
2010091003,163,Friday
2010091004,287,Friday
2010091005,963,Friday
2010091006,2323,Friday
2010091007,3233,Friday
2010091008,3475,Friday
2010091009,2772,Friday
2010091010,2292,Friday
2010091011,2552,Friday
2010091012,2224,Friday
2010091013,2153,Friday
2010091014,2458,Friday
2010091015,2442,Friday
2010091016,2706,Friday
2010091017,2831,Friday
2010091018,2721,Friday
2010091019,2742,Friday
2010091020,2067,Friday
2010091021,1719,Friday
2010091022,1710,Friday
2010091023,1409,Friday
2010091100,874,Saturday
2010091101,351,Saturday
2010091102,230,Saturday
2010091103,214,Saturday
2010091104,273,Saturday
2010091105,440,Saturday
2010091106,1221,Saturday
2010091107,1842,Saturday
2010091108,1912,Saturday
2010091109,1875,Saturday
2010091110,1861,Saturday
2010091111,1957,Saturday
2010091112,1985,Saturday
2010091113,1931,Saturday
2010091114,2128,Saturday
2010091115,2351,Saturday
2010091116,2031,Saturday
2010091117,2523,Saturday
2010091118,2388,Saturday
2010091119,2559,Saturday
2010091120,2458,Saturday
2010091121,2376,Saturday
2010091122,2389,Saturday
2010091123,1617,Saturday
2010091200,1096,Sunday
2010091201,425,Sunday
2010091202,251,Sunday
2010091203,228,Sunday
2010091204,215,Sunday
2010091205,326,Sunday
2010091206,744,Sunday
2010091207,1158,Sunday
2010091208,1424,Sunday
2010091209,1768,Sunday
2010091210,2076,Sunday
2010091211,2347,Sunday
2010091212,2380,Sunday
2010091213,2381,Sunday
2010091214,2423,Sunday
2010091215,2316,Sunday
2010091216,2670,Sunday
2010091217,2693,Sunday
2010091218,2688,Sunday
2010091219,2855,Sunday
2010091220,2221,Sunday
2010091221,2081,Sunday
2010091222,1465,Sunday
2010091223,1198,Sunday
2010091300,810,Monday
2010091301,325,Monday
2010091302,120,Monday
2010091303,146,Monday
2010091304,290,Monday
2010091305,1008,Monday
2010091306,2453,Monday
2010091307,3613,Monday
2010091308,4429,Monday
2010091309,4146,Monday
2010091310,2931,Monday
2010091311,2754,Monday
2010091312,2710,Monday
2010091313,2454,Monday
2010091314,2823,Monday
2010091315,2607,Monday
2010091316,2253,Monday
2010091317,2447,Monday
2010091318,3102,Monday
2010091319,2220,Monday
2010091320,1465,Monday
2010091321,1493,Monday
2010091322,1580,Monday
2010091323,1263,Monday
2010091400,603,Tuesday
2010091401,195,Tuesday
2010091402,121,Tuesday
2010091403,148,Tuesday
2010091404,327,Tuesday
2010091405,1097,Tuesday
2010091406,2540,Tuesday
2010091407,3912,Tuesday
2010091408,4379,Tuesday
2010091409,4275,Tuesday
2010091410,3041,Tuesday
2010091411,2665,Tuesday
2010091412,2806,Tuesday
2010091413,2342,Tuesday
2010091414,2542,Tuesday
2010091415,2806,Tuesday
2010091416,2983,Tuesday
2010091417,3022,Tuesday
2010091418,2696,Tuesday
2010091419,2142,Tuesday
2010091420,1604,Tuesday
2010091421,1384,Tuesday
2010091422,1364,Tuesday
2010091423,814,Tuesday
2010091500,546,Wednesday
2010091501,213,Wednesday
2010091502,123,Wednesday
2010091503,173,Wednesday
2010091504,309,Wednesday
2010091505,1031,Wednesday
2010091506,2539,Wednesday
2010091507,3902,Wednesday
2010091508,4426,Wednesday
2010091509,4152,Wednesday
2010091510,2939,Wednesday
2010091511,2987,Wednesday
2010091512,2621,Wednesday
2010091513,2234,Wednesday
2010091514,2513,Wednesday
2010091515,2918,Wednesday
2010091516,2947,Wednesday
2010091517,2894,Wednesday
2010091518,2619,Wednesday
2010091519,2269,Wednesday
2010091520,1714,Wednesday
2010091521,1468,Wednesday
2010091522,1336,Wednesday
2010091523,962,Wednesday
2010091600,602,Thursday
2010091601,153,Thursday
2010091602,117,Thursday
2010091603,156,Thursday
2010091604,307,Thursday
2010091605,1013,Thursday
2010091606,2753,Thursday
2010091607,2581,Thursday
2010091608,4357,Thursday
2010091609,4264,Thursday
2010091610,3198,Thursday
2010091611,3012,Thursday
2010091612,2877,Thursday
2010091613,2419,Thursday
2010091614,2802,Thursday
2010091615,2890,Thursday
2010091616,3096,Thursday
2010091617,3057,Thursday
2010091618,2125,Thursday
2010091619,2043,Thursday
2010091620,2132,Thursday
2010091621,1900,Thursday
2010091622,1727,Thursday
2010091623,1326,Thursday
2010091700,1084,Friday
2010091701,674,Friday
2010091702,277,Friday
2010091703,219,Friday
2010091704,360,Friday
2010091705,1008,Friday
2010091706,2418,Friday
2010091707,3406,Friday
2010091708,4051,Friday
2010091709,3779,Friday
2010091710,2805,Friday
2010091711,2370,Friday
2010091712,2251,Friday
2010091713,2280,Friday
2010091714,2379,Friday
2010091715,2740,Friday
2010091716,2747,Friday
2010091717,2777,Friday
2010091718,2555,Friday
2010091719,2108,Friday
2010091720,1892,Friday
2010091721,1664,Friday
2010091722,1827,Friday
2010091723,1365,Friday
2010091800,761,Saturday
2010091801,409,Saturday
2010091802,226,Saturday
2010091803,178,Saturday
2010091804,190,Saturday
2010091805,475,Saturday
2010091806,1135,Saturday
2010091807,1530,Saturday
2010091808,1621,Saturday
2010091809,1696,Saturday
2010091810,1663,Saturday
2010091811,1845,Saturday
2010091812,2013,Saturday
2010091813,2058,Saturday
2010091814,2144,Saturday
2010091815,2244,Saturday
2010091816,2417,Saturday
2010091817,2442,Saturday
2010091818,2411,Saturday
2010091819,2636,Saturday
2010091820,2172,Saturday
2010091821,2201,Saturday
2010091822,2400,Saturday
2010091823,2030,Saturday
2010091900,1005,Sunday
2010091901,537,Sunday
2010091902,292,Sunday
2010091903,188,Sunday
2010091904,240,Sunday
2010091905,332,Sunday
2010091906,664,Sunday
2010091907,996,Sunday
2010091908,1246,Sunday
2010091909,1535,Sunday
2010091910,2095,Sunday
2010091911,2382,Sunday
2010091912,2774,Sunday
2010091913,2589,Sunday
2010091914,2753,Sunday
2010091915,3037,Sunday
2010091916,2858,Sunday
2010091917,2902,Sunday
2010091918,2816,Sunday
2010091919,2698,Sunday
2010091920,2051,Sunday
2010091921,2613,Sunday
2010091922,1729,Sunday
2010091923,1157,Sunday
2010092000,659,Monday
2010092001,228,Monday
2010092002,121,Monday
2010092003,142,Monday
2010092004,318,Monday
2010092005,1174,Monday
2010092006,2767,Monday
2010092007,3134,Monday
2010092008,3314,Monday
2010092009,4067,Monday
2010092010,2933,Monday
2010092011,2751,Monday
2010092012,2137,Monday
2010092013,2155,Monday
2010092014,2350,Monday
2010092015,2420,Monday
2010092016,2688,Monday
2010092017,2741,Monday
2010092018,2584,Monday
2010092019,1990,Monday
2010092020,1597,Monday
2010092021,1339,Monday
2010092022,1179,Monday
2010092023,804,Monday
2010092100,564,Tuesday
2010092101,204,Tuesday
2010092102,96,Tuesday
2010092103,150,Tuesday
2010092104,312,Tuesday
2010092105,1138,Tuesday
2010092106,2549,Tuesday
2010092107,3835,Tuesday
2010092108,4025,Tuesday
2010092109,3586,Tuesday
2010092110,2918,Tuesday
2010092111,2613,Tuesday
2010092112,2207,Tuesday
2010092113,2112,Tuesday
2010092114,2106,Tuesday
2010092115,2410,Tuesday
2010092116,2574,Tuesday
2010092117,2885,Tuesday
2010092118,2470,Tuesday
2010092119,2101,Tuesday
2010092120,1628,Tuesday
2010092121,1329,Tuesday
2010092122,1019,Tuesday
2010092123,790,Tuesday
2010092200,486,Wednesday
2010092201,197,Wednesday
2010092202,130,Wednesday
2010092203,169,Wednesday
2010092204,301,Wednesday
2010092205,1049,Wednesday
2010092206,2526,Wednesday
2010092207,3931,Wednesday
2010092208,3848,Wednesday
2010092209,3567,Wednesday
2010092210,3304,Wednesday
2010092211,2765,Wednesday
2010092212,1970,Wednesday
2010092213,1858,Wednesday
2010092214,2096,Wednesday
2010092215,2559,Wednesday
2010092216,2442,Wednesday
2010092217,2543,Wednesday
2010092218,2508,Wednesday
2010092219,2045,Wednesday
2010092220,1493,Wednesday
2010092221,1169,Wednesday
2010092222,885,Wednesday
2010092223,988,Wednesday
2010092300,835,Thursday
2010092301,479,Thursday
2010092302,154,Thursday
2010092303,177,Thursday
2010092304,367,Thursday
2010092305,1069,Thursday
2010092306,2629,Thursday
2010092307,3799,Thursday
2010092308,4049,Thursday
2010092309,3329,Thursday
2010092310,2447,Thursday
2010092311,2180,Thursday
2010092312,1986,Thursday
2010092313,2016,Thursday
2010092314,2351,Thursday
2010092315,2562,Thursday
2010092316,2557,Thursday
2010092317,2683,Thursday
2010092318,2840,Thursday
2010092319,1793,Thursday
2010092320,1622,Thursday
2010092321,1454,Thursday
2010092322,1436,Thursday
2010092323,937,Thursday
2010092400,686,Friday
2010092401,223,Friday
2010092402,170,Friday
2010092403,153,Friday
2010092404,338,Friday
2010092405,1088,Friday
2010092406,2545,Friday
2010092407,3686,Friday
2010092408,3885,Friday
2010092409,3333,Friday
2010092410,2414,Friday
2010092411,2228,Friday
2010092412,2125,Friday
2010092413,2143,Friday
2010092414,2444,Friday
2010092415,2549,Friday
2010092416,2493,Friday
2010092417,2844,Friday
2010092418,2755,Friday
2010092419,2524,Friday
2010092420,2308,Friday
2010092421,1817,Friday
2010092422,1833,Friday
2010092423,1482,Friday
2010092500,958,Saturday
2010092501,442,Saturday
2010092502,224,Saturday
2010092503,199,Saturday
2010092504,236,Saturday
2010092505,509,Saturday
2010092506,1271,Saturday
2010092507,1686,Saturday
2010092508,2070,Saturday
2010092509,2294,Saturday
2010092510,2364,Saturday
2010092511,2273,Saturday
2010092512,2331,Saturday
2010092513,2326,Saturday
2010092514,2551,Saturday
2010092515,2461,Saturday
2010092516,1986,Saturday
2010092517,2614,Saturday
2010092518,2796,Saturday
2010092519,2771,Saturday
2010092520,2471,Saturday
2010092521,2290,Saturday
2010092522,1990,Saturday
2010092523,1926,Saturday
2010092600,1117,Sunday
2010092601,545,Sunday
2010092602,298,Sunday
2010092603,183,Sunday
2010092604,214,Sunday
2010092605,321,Sunday
2010092606,726,Sunday
2010092607,1178,Sunday
2010092608,1314,Sunday
2010092609,1792,Sunday
2010092610,2143,Sunday
2010092611,2311,Sunday
2010092612,2519,Sunday
2010092613,2406,Sunday
2010092614,2571,Sunday
2010092615,2689,Sunday
2010092616,2736,Sunday
2010092617,2447,Sunday
2010092618,2753,Sunday
2010092619,2779,Sunday
2010092620,2441,Sunday
2010092621,1912,Sunday
2010092622,1667,Sunday
2010092623,1151,Sunday
2010092700,684,Monday
2010092701,335,Monday
2010092702,121,Monday
2010092703,153,Monday
2010092704,288,Monday
2010092705,961,Monday
2010092706,2473,Monday
2010092707,3412,Monday
2010092708,3991,Monday
2010092709,3934,Monday
2010092710,2946,Monday
2010092711,2871,Monday
2010092712,2730,Monday
2010092713,2023,Monday
2010092714,2206,Monday
2010092715,2124,Monday
2010092716,2830,Monday
2010092717,2892,Monday
2010092718,2393,Monday
2010092719,1875,Monday
2010092720,1490,Monday
2010092721,1331,Monday
2010092722,1136,Monday
2010092723,933,Monday
2010092800,764,Tuesday
2010092801,372,Tuesday
2010092802,178,Tuesday
2010092803,134,Tuesday
2010092804,267,Tuesday
2010092805,952,Tuesday
2010092806,2182,Tuesday
2010092807,3766,Tuesday
2010092808,4328,Tuesday
2010092809,4133,Tuesday
2010092810,2831,Tuesday
2010092811,2590,Tuesday
2010092812,2359,Tuesday
2010092813,2085,Tuesday
2010092814,2199,Tuesday
2010092815,2381,Tuesday
2010092816,2338,Tuesday
2010092817,3009,Tuesday
2010092818,2710,Tuesday
2010092819,2038,Tuesday
2010092820,1529,Tuesday
2010092821,1521,Tuesday
2010092822,1316,Tuesday
2010092823,972,Tuesday
2010092900,723,Wednesday
2010092901,332,Wednesday
2010092902,129,Wednesday
2010092903,134,Wednesday
2010092904,286,Wednesday
2010092905,975,Wednesday
2010092906,2365,Wednesday
2010092907,3831,Wednesday
2010092908,4412,Wednesday
2010092909,4103,Wednesday
2010092910,2971,Wednesday
2010092911,2920,Wednesday
2010092912,2541,Wednesday
2010092913,2285,Wednesday
2010092914,2245,Wednesday
2010092915,2519,Wednesday
2010092916,2948,Wednesday
2010092917,3082,Wednesday
2010092918,2899,Wednesday
2010092919,2017,Wednesday
2010092920,1529,Wednesday
2010092921,1385,Wednesday
2010092922,1167,Wednesday
2010092923,873,Wednesday
2010093000,482,Thursday
2010093001,319,Thursday
2010093002,122,Thursday
2010093003,161,Thursday
2010093004,261,Thursday
2010093005,890,Thursday
2010093006,2045,Thursday
2010093007,3313,Thursday
2010093008,4026,Thursday
2010093009,3917,Thursday
2010093010,2875,Thursday
2010093011,2433,Thursday
2010093012,1997,Thursday
2010093013,2007,Thursday
2010093014,2235,Thursday
2010093015,2398,Thursday
2010093016,2426,Thursday
2010093017,2669,Thursday
2010093018,2251,Thursday
2010093019,1706,Thursday
2010093020,1376,Thursday
2010093021,1363,Thursday
2010093022,1235,Thursday
2010093023,1074,Thursday
2010100100,687,Friday
2010100101,392,Friday
2010100102,222,Friday
2010100103,200,Friday
2010100104,308,Friday
2010100105,847,Friday
2010100106,2081,Friday
2010100107,2939,Friday
2010100108,3395,Friday
2010100109,3309,Friday
2010100110,3104,Friday
2010100111,2656,Friday
2010100112,2536,Friday
2010100113,2362,Friday
2010100114,2267,Friday
2010100115,2845,Friday
2010100116,2822,Friday
2010100117,3003,Friday
2010100118,3034,Friday
2010100119,2838,Friday
2010100120,1926,Friday
2010100121,1697,Friday
2010100122,1840,Friday
2010100123,1500,Friday
2010100200,1021,Saturday
2010100201,436,Saturday
2010100202,247,Saturday
2010100203,165,Saturday
2010100204,248,Saturday
2010100205,476,Saturday
2010100206,1234,Saturday
2010100207,1794,Saturday
2010100208,2434,Saturday
2010100209,2680,Saturday
2010100210,2486,Saturday
2010100211,2414,Saturday
2010100212,2394,Saturday
2010100213,2414,Saturday
2010100214,2278,Saturday
2010100215,2375,Saturday
2010100216,2393,Saturday
2010100217,2658,Saturday
2010100218,2732,Saturday
2010100219,2674,Saturday
2010100220,2291,Saturday
2010100221,1942,Saturday
2010100222,1869,Saturday
2010100223,1690,Saturday
2010100300,1100,Sunday
2010100301,604,Sunday
2010100302,299,Sunday
2010100303,207,Sunday
2010100304,205,Sunday
2010100305,344,Sunday
2010100306,812,Sunday
2010100307,1100,Sunday
2010100308,1268,Sunday
2010100309,1625,Sunday
2010100310,2096,Sunday
2010100311,2242,Sunday
2010100312,2529,Sunday
2010100313,2671,Sunday
2010100314,2774,Sunday
2010100315,2870,Sunday
2010100316,2871,Sunday
2010100317,2753,Sunday
2010100318,2836,Sunday
2010100319,2793,Sunday
2010100320,2401,Sunday
2010100321,1668,Sunday
2010100322,1442,Sunday
2010100323,1120,Sunday
2010100400,501,Monday
2010100401,342,Monday
2010100402,147,Monday
2010100403,141,Monday
2010100404,307,Monday
2010100405,933,Monday
2010100406,2139,Monday
2010100407,3439,Monday
2010100408,4371,Monday
2010100409,4249,Monday
2010100410,2921,Monday
2010100411,2656,Monday
2010100412,2641,Monday
2010100413,2161,Monday
2010100414,2303,Monday
2010100415,2740,Monday
2010100416,2694,Monday
2010100417,2755,Monday
2010100418,2838,Monday
2010100419,2223,Monday
2010100420,1416,Monday
2010100421,1353,Monday
2010100422,1186,Monday
2010100423,1048,Monday
2010100500,549,Tuesday
2010100501,313,Tuesday
2010100502,132,Tuesday
2010100503,125,Tuesday
2010100504,266,Tuesday
2010100505,1022,Tuesday
2010100506,2501,Tuesday
2010100507,3614,Tuesday
2010100508,4305,Tuesday
2010100509,4080,Tuesday
2010100510,2880,Tuesday
2010100511,2656,Tuesday
2010100512,2219,Tuesday
2010100513,2156,Tuesday
2010100514,2332,Tuesday
2010100515,2657,Tuesday
2010100516,2577,Tuesday
2010100517,2946,Tuesday
2010100518,2567,Tuesday
2010100519,1968,Tuesday
2010100520,1492,Tuesday
2010100521,1291,Tuesday
2010100522,1295,Tuesday
2010100523,960,Tuesday
2010100600,564,Wednesday
2010100601,224,Wednesday
2010100602,103,Wednesday
2010100603,163,Wednesday
2010100604,299,Wednesday
2010100605,940,Wednesday
2010100606,2438,Wednesday
2010100607,3657,Wednesday
2010100608,4342,Wednesday
2010100609,3984,Wednesday
2010100610,3099,Wednesday
2010100611,2662,Wednesday
2010100612,2348,Wednesday
2010100613,2052,Wednesday
2010100614,2730,Wednesday
2010100615,2628,Wednesday
2010100616,2995,Wednesday
2010100617,3043,Wednesday
2010100618,2897,Wednesday
2010100619,2076,Wednesday
2010100620,1567,Wednesday
2010100621,1655,Wednesday
2010100622,1194,Wednesday
2010100623,789,Wednesday
2010100700,463,Thursday
2010100701,212,Thursday
2010100702,125,Thursday
2010100703,151,Thursday
2010100704,271,Thursday
2010100705,877,Thursday
2010100706,2394,Thursday
2010100707,3542,Thursday
2010100708,4162,Thursday
2010100709,3758,Thursday
2010100710,3068,Thursday
