Date,Total,Day
2010072101,229,Wednesday
2010072102,139,Wednesday
2010072103,158,Wednesday
2010072104,278,Wednesday
2010072105,984,Wednesday
2010072106,2535,Wednesday
2010072107,3567,Wednesday
2010072108,4278,Wednesday
2010072109,3980,Wednesday
2010072110,3006,Wednesday
2010072111,3097,Wednesday
2010072112,2468,Wednesday
2010072113,2707,Wednesday
2010072114,2543,Wednesday
2010072115,2663,Wednesday
2010072116,2672,Wednesday
2010072117,2795,Wednesday
2010072118,2632,Wednesday
2010072119,2202,Wednesday
2010072120,1664,Wednesday
2010072121,1720,Wednesday
2010072122,1280,Wednesday
2010072123,1123,Wednesday
2010072200,786,Thursday
2010072201,344,Thursday
2010072202,154,Thursday
2010072203,185,Thursday
2010072204,303,Thursday
2010072205,1009,Thursday
2010072206,2529,Thursday
2010072207,3535,Thursday
2010072208,4099,Thursday
2010072209,4149,Thursday
2010072210,2992,Thursday
2010072211,2927,Thursday
2010072212,2496,Thursday
2010072213,2309,Thursday
2010072214,2372,Thursday
2010072215,2618,Thursday
2010072216,2923,Thursday
2010072217,2963,Thursday
2010072218,3137,Thursday
2010072219,2760,Thursday
2010072220,2129,Thursday
2010072221,1547,Thursday
2010072222,1619,Thursday
2010072223,1225,Thursday
2010072300,725,Friday
2010072301,362,Friday
2010072302,170,Friday
2010072303,188,Friday
2010072304,330,Friday
2010072305,933,Friday
2010072306,2418,Friday
2010072307,3278,Friday
2010072308,3885,Friday
2010072309,3122,Friday
2010072310,2360,Friday
2010072311,2535,Friday
2010072312,2345,Friday
2010072313,2210,Friday
2010072314,2478,Friday
2010072315,2534,Friday
2010072316,2845,Friday
2010072317,2793,Friday
2010072318,2603,Friday
2010072319,2349,Friday
2010072320,1714,Friday
2010072321,1581,Friday
2010072322,1456,Friday
2010072323,1386,Friday
2010072400,1040,Saturday
2010072401,600,Saturday
2010072402,289,Saturday
2010072403,202,Saturday
2010072404,227,Saturday
2010072405,490,Saturday
2010072406,1056,Saturday
2010072407,1617,Saturday
2010072408,1817,Saturday
2010072409,2059,Saturday
2010072410,2108,Saturday
2010072411,2180,Saturday
2010072412,1987,Saturday
2010072413,2347,Saturday
2010072414,1921,Saturday
2010072415,2183,Saturday
2010072416,2089,Saturday
2010072417,2349,Saturday
2010072418,2311,Saturday
2010072419,2124,Saturday
2010072420,1819,Saturday
2010072421,1799,Saturday
2010072422,1885,Saturday
2010072423,1944,Saturday
2010072500,1527,Sunday
2010072501,779,Sunday
2010072502,360,Sunday
2010072503,255,Sunday
2010072504,262,Sunday
2010072505,459,Sunday
2010072506,808,Sunday
2010072507,1125,Sunday
2010072508,1122,Sunday
2010072509,1420,Sunday
2010072510,1785,Sunday
2010072511,2046,Sunday
2010072512,2194,Sunday
2010072513,2290,Sunday
2010072514,2389,Sunday
2010072515,2142,Sunday
2010072516,2130,Sunday
2010072517,2350,Sunday
2010072518,2455,Sunday
2010072519,2540,Sunday
2010072520,2415,Sunday
2010072521,2517,Sunday
2010072522,2266,Sunday
2010072523,1707,Sunday
2010072600,885,Monday
2010072601,387,Monday
2010072602,155,Monday
2010072603,159,Monday
2010072604,366,Monday
2010072605,1020,Monday
2010072606,2506,Monday
2010072607,3514,Monday
2010072608,4247,Monday
2010072609,3681,Monday
2010072610,2927,Monday
2010072611,3144,Monday
2010072612,2941,Monday
2010072613,2845,Monday
2010072614,2755,Monday
2010072615,2302,Monday
2010072616,2641,Monday
2010072617,2580,Monday
2010072618,2132,Monday
2010072619,1920,Monday
2010072620,1613,Monday
2010072621,1455,Monday
2010072622,1357,Monday
2010072623,1019,Monday
2010072700,678,Tuesday
2010072701,205,Tuesday
2010072702,164,Tuesday
2010072703,147,Tuesday
2010072704,284,Tuesday
2010072705,1064,Tuesday
2010072706,2475,Tuesday
2010072707,3715,Tuesday
2010072708,4279,Tuesday
2010072709,3811,Tuesday
2010072710,2780,Tuesday
2010072711,2868,Tuesday
2010072712,2291,Tuesday
2010072713,2312,Tuesday
2010072714,2444,Tuesday
2010072715,2440,Tuesday
2010072716,2470,Tuesday
2010072717,2765,Tuesday
2010072718,2330,Tuesday
2010072719,1946,Tuesday
2010072720,1657,Tuesday
2010072721,1535,Tuesday
2010072722,1766,Tuesday
2010072723,1096,Tuesday
2010072800,654,Wednesday
2010072801,248,Wednesday
2010072802,164,Wednesday
2010072803,164,Wednesday
2010072804,286,Wednesday
2010072805,993,Wednesday
2010072806,2333,Wednesday
2010072807,3950,Wednesday
2010072808,4117,Wednesday
2010072809,3946,Wednesday
2010072810,2850,Wednesday
2010072811,2762,Wednesday
2010072812,2452,Wednesday
2010072813,2255,Wednesday
2010072814,2375,Wednesday
2010072815,2545,Wednesday
2010072816,2837,Wednesday
2010072817,3010,Wednesday
2010072818,2707,Wednesday
2010072819,2160,Wednesday
2010072820,1655,Wednesday
2010072821,1672,Wednesday
2010072822,1437,Wednesday
2010072823,1186,Wednesday
2010072900,795,Thursday
2010072901,329,Thursday
2010072902,179,Thursday
2010072903,184,Thursday
2010072904,297,Thursday
2010072905,1003,Thursday
2010072906,2716,Thursday
2010072907,3715,Thursday
2010072908,3997,Thursday
2010072909,4194,Thursday
2010072910,3044,Thursday
2010072911,2857,Thursday
2010072912,2515,Thursday
2010072913,2509,Thursday
2010072914,2691,Thursday
2010072915,2541,Thursday
2010072916,2741,Thursday
2010072917,2672,Thursday
2010072918,2833,Thursday
2010072919,2386,Thursday
2010072920,1760,Thursday
2010072921,1637,Thursday
2010072922,1424,Thursday
2010072923,1253,Thursday
2010073000,932,Friday
2010073001,489,Friday
2010073002,271,Friday
2010073003,185,Friday
2010073004,321,Friday
2010073005,969,Friday
2010073006,2323,Friday
2010073007,3428,Friday
2010073008,3928,Friday
2010073009,3409,Friday
2010073010,2597,Friday
2010073011,2513,Friday
2010073012,2410,Friday
2010073013,2298,Friday
2010073014,2505,Friday
2010073015,2750,Friday
2010073016,2701,Friday
2010073017,2697,Friday
2010073018,2679,Friday
2010073019,2212,Friday
2010073020,1852,Friday
2010073021,1712,Friday
2010073022,1816,Friday
2010073023,1466,Friday
2010073100,914,Saturday
2010073101,475,Saturday
2010073102,269,Saturday
2010073103,222,Saturday
2010073104,250,Saturday
2010073105,482,Saturday
2010073106,1208,Saturday
2010073107,1528,Saturday
2010073108,1767,Saturday
2010073109,1837,Saturday
2010073110,1895,Saturday
2010073111,2113,Saturday
2010073112,2199,Saturday
2010073113,2286,Saturday
2010073114,2394,Saturday
2010073115,2409,Saturday
2010073116,2281,Saturday
2010073117,2474,Saturday
2010073118,2418,Saturday
2010073119,2248,Saturday
2010073120,2002,Saturday
2010073121,1942,Saturday
2010073122,1944,Saturday
2010073123,2097,Saturday
2010080100,1147,Sunday
2010080101,781,Sunday
2010080102,328,Sunday
2010080103,251,Sunday
2010080104,253,Sunday
2010080105,343,Sunday
2010080106,745,Sunday
2010080107,986,Sunday
2010080108,1246,Sunday
2010080109,1394,Sunday
2010080110,1800,Sunday
2010080111,1961,Sunday
2010080112,2236,Sunday
2010080113,2314,Sunday
2010080114,2389,Sunday
2010080115,2560,Sunday
2010080116,2743,Sunday
2010080117,2723,Sunday
2010080118,2725,Sunday
2010080119,2335,Sunday
2010080120,2184,Sunday
2010080121,2237,Sunday
2010080122,2201,Sunday
2010080123,1695,Sunday
2010080200,975,Monday
2010080201,440,Monday
2010080202,200,Monday
2010080203,191,Monday
2010080204,308,Monday
2010080205,981,Monday
2010080206,2461,Monday
2010080207,3203,Monday
2010080208,4034,Monday
2010080209,3963,Monday
2010080210,2991,Monday
2010080211,2614,Monday
2010080212,2362,Monday
2010080213,2272,Monday
2010080214,2326,Monday
2010080215,2465,Monday
2010080216,2562,Monday
2010080217,2543,Monday
2010080218,2162,Monday
2010080219,1758,Monday
2010080220,1639,Monday
2010080221,1528,Monday
2010080222,1185,Monday
2010080223,837,Monday
2010080300,529,Tuesday
2010080301,254,Tuesday
2010080302,164,Tuesday
2010080303,158,Tuesday
2010080304,345,Tuesday
2010080305,1008,Tuesday
2010080306,2438,Tuesday
2010080307,3732,Tuesday
2010080308,4172,Tuesday
2010080309,3731,Tuesday
2010080310,2758,Tuesday
2010080311,2619,Tuesday
2010080312,2335,Tuesday
2010080313,2265,Tuesday
2010080314,2252,Tuesday
2010080315,2507,Tuesday
2010080316,2598,Tuesday
2010080317,2779,Tuesday
2010080318,3027,Tuesday
2010080319,2195,Tuesday
2010080320,1554,Tuesday
2010080321,1414,Tuesday
2010080322,1201,Tuesday
2010080323,925,Tuesday
2010080400,536,Wednesday
2010080401,249,Wednesday
2010080402,118,Wednesday
2010080403,154,Wednesday
2010080404,264,Wednesday
2010080405,956,Wednesday
2010080406,2506,Wednesday
2010080407,3764,Wednesday
2010080408,4017,Wednesday
2010080409,3718,Wednesday
2010080410,2819,Wednesday
2010080411,2711,Wednesday
2010080412,2497,Wednesday
2010080413,2241,Wednesday
2010080414,2383,Wednesday
2010080415,2531,Wednesday
2010080416,2514,Wednesday
2010080417,2782,Wednesday
2010080418,2515,Wednesday
2010080419,1877,Wednesday
2010080420,1619,Wednesday
2010080421,1564,Wednesday
2010080422,1585,Wednesday
2010080423,1112,Wednesday
2010080500,633,Thursday
2010080501,259,Thursday
2010080502,144,Thursday
2010080503,163,Thursday
2010080504,293,Thursday
2010080505,951,Thursday
2010080506,2396,Thursday
2010080507,3763,Thursday
2010080508,4188,Thursday
2010080509,3687,Thursday
2010080510,2884,Thursday
2010080511,2757,Thursday
2010080512,2739,Thursday
2010080513,2287,Thursday
2010080514,2545,Thursday
2010080515,2580,Thursday
2010080516,2786,Thursday
2010080517,2686,Thursday
2010080518,2598,Thursday
2010080519,2131,Thursday
2010080520,1606,Thursday
2010080521,1743,Thursday
2010080522,2154,Thursday
2010080523,1584,Thursday
2010080600,918,Friday
2010080601,501,Friday
2010080602,238,Friday
2010080603,176,Friday
2010080604,334,Friday
2010080605,1089,Friday
2010080606,2613,Friday
2010080607,3393,Friday
2010080608,3876,Friday
2010080609,3323,Friday
2010080610,2681,Friday
2010080611,2517,Friday
2010080612,2239,Friday
2010080613,2347,Friday
2010080614,2394,Friday
2010080615,2540,Friday
2010080616,2682,Friday
2010080617,2667,Friday
2010080618,2501,Friday
2010080619,2014,Friday
2010080620,1785,Friday
2010080621,1755,Friday
2010080622,1780,Friday
2010080623,1763,Friday
2010080700,1077,Saturday
2010080701,505,Saturday
2010080702,293,Saturday
2010080703,190,Saturday
2010080704,258,Saturday
2010080705,518,Saturday
2010080706,1224,Saturday
2010080707,1495,Saturday
2010080708,1623,Saturday
2010080709,1807,Saturday
2010080710,1980,Saturday
2010080711,2110,Saturday
2010080712,2135,Saturday
2010080713,2019,Saturday
2010080714,1981,Saturday
2010080715,2040,Saturday
2010080716,2163,Saturday
2010080717,2012,Saturday
2010080718,2054,Saturday
2010080719,2472,Saturday
2010080720,1925,Saturday
2010080721,1771,Saturday
2010080722,1973,Saturday
2010080723,2041,Saturday
2010080800,1234,Sunday
2010080801,623,Sunday
2010080802,344,Sunday
2010080803,217,Sunday
2010080804,239,Sunday
2010080805,358,Sunday
2010080806,646,Sunday
2010080807,909,Sunday
2010080808,1143,Sunday
2010080809,1417,Sunday
2010080810,1806,Sunday
2010080811,2116,Sunday
2010080812,2204,Sunday
2010080813,2244,Sunday
2010080814,2475,Sunday
2010080815,2458,Sunday
2010080816,2497,Sunday
2010080817,2701,Sunday
2010080818,2673,Sunday
2010080819,2404,Sunday
2010080820,2233,Sunday
2010080821,2286,Sunday
2010080822,2255,Sunday
2010080823,1750,Sunday
2010080900,917,Monday
2010080901,392,Monday
2010080902,164,Monday
2010080903,151,Monday
2010080904,267,Monday
2010080905,901,Monday
2010080906,2530,Monday
2010080907,3488,Monday
2010080908,4197,Monday
2010080909,3824,Monday
2010080910,2831,Monday
2010080911,2667,Monday
2010080912,2199,Monday
2010080913,2286,Monday
2010080914,2599,Monday
2010080915,2269,Monday
2010080916,2594,Monday
2010080917,2739,Monday
2010080918,2334,Monday
2010080919,1810,Monday
2010080920,1558,Monday
2010080921,1516,Monday
2010080922,1286,Monday
2010080923,874,Monday
2010081000,570,Tuesday
2010081001,224,Tuesday
2010081002,126,Tuesday
2010081003,141,Tuesday
2010081004,294,Tuesday
2010081005,920,Tuesday
2010081006,2547,Tuesday
2010081007,3585,Tuesday
2010081008,4161,Tuesday
2010081009,3749,Tuesday
2010081010,2958,Tuesday
2010081011,2656,Tuesday
2010081012,2286,Tuesday
2010081013,2299,Tuesday
2010081014,2275,Tuesday
2010081015,2534,Tuesday
2010081016,2668,Tuesday
2010081017,2918,Tuesday
2010081018,2771,Tuesday
2010081019,1884,Tuesday
2010081020,1476,Tuesday
2010081021,1399,Tuesday
2010081022,1524,Tuesday
2010081023,979,Tuesday
2010081100,597,Wednesday
2010081101,236,Wednesday
2010081102,146,Wednesday
2010081103,171,Wednesday
2010081104,270,Wednesday
2010081105,944,Wednesday
2010081106,2586,Wednesday
2010081107,3602,Wednesday
2010081108,4071,Wednesday
2010081109,3981,Wednesday
2010081110,2938,Wednesday
2010081111,3014,Wednesday
2010081112,2953,Wednesday
2010081113,2749,Wednesday
2010081114,2540,Wednesday
2010081115,2566,Wednesday
2010081116,2745,Wednesday
2010081117,2823,Wednesday
2010081118,2686,Wednesday
2010081119,2021,Wednesday
2010081120,1592,Wednesday
2010081121,1668,Wednesday
2010081122,1542,Wednesday
2010081123,1003,Wednesday
2010081200,527,Thursday
2010081201,283,Thursday
2010081202,147,Thursday
2010081203,156,Thursday
2010081204,291,Thursday
2010081205,944,Thursday
2010081206,2494,Thursday
2010081207,3599,Thursday
2010081208,4201,Thursday
2010081209,3904,Thursday
2010081210,2985,Thursday
2010081211,2816,Thursday
2010081212,2691,Thursday
2010081213,2372,Thursday
2010081214,2402,Thursday
2010081215,2767,Thursday
2010081216,2749,Thursday
2010081217,3104,Thursday
2010081218,3061,Thursday
2010081219,2546,Thursday
2010081220,1753,Thursday
2010081221,1591,Thursday
2010081222,1458,Thursday
2010081223,1245,Thursday
2010081300,770,Friday
2010081301,350,Friday
2010081302,210,Friday
2010081303,173,Friday
2010081304,300,Friday
2010081305,928,Friday
2010081306,2345,Friday
2010081307,3159,Friday
2010081308,4081,Friday
2010081309,3200,Friday
2010081310,2552,Friday
2010081311,2577,Friday
2010081312,2473,Friday
2010081313,2473,Friday
2010081314,2319,Friday
2010081315,2320,Friday
2010081316,2770,Friday
2010081317,2339,Friday
2010081318,2443,Friday
2010081319,2211,Friday
2010081320,1742,Friday
2010081321,1643,Friday
2010081322,1855,Friday
2010081323,1429,Friday
2010081400,848,Saturday
2010081401,459,Saturday
2010081402,213,Saturday
2010081403,227,Saturday
2010081404,301,Saturday
2010081405,519,Saturday
2010081406,1194,Saturday
2010081407,1517,Saturday
2010081408,1840,Saturday
2010081409,1920,Saturday
2010081410,1923,Saturday
2010081411,1850,Saturday
2010081412,2232,Saturday
2010081413,2001,Saturday
2010081414,2095,Saturday
2010081415,2091,Saturday
2010081416,2131,Saturday
2010081417,2259,Saturday
2010081418,2428,Saturday
2010081419,2227,Saturday
2010081420,1898,Saturday
2010081421,1839,Saturday
2010081422,2217,Saturday
2010081423,2068,Saturday
2010081500,1316,Sunday
2010081501,634,Sunday
2010081502,362,Sunday
2010081503,232,Sunday
2010081504,225,Sunday
2010081505,353,Sunday
2010081506,702,Sunday
2010081507,1003,Sunday
2010081508,986,Sunday
2010081509,1629,Sunday
2010081510,1965,Sunday
2010081511,2216,Sunday
2010081512,2091,Sunday
2010081513,2604,Sunday
2010081514,2357,Sunday
2010081515,2434,Sunday
2010081516,2593,Sunday
2010081517,2564,Sunday
2010081518,2514,Sunday
2010081519,2178,Sunday
2010081520,2156,Sunday
2010081521,2392,Sunday
2010081522,2184,Sunday
2010081523,1408,Sunday
2010081600,923,Monday
2010081601,270,Monday
2010081602,147,Monday
2010081603,145,Monday
2010081604,350,Monday
2010081605,915,Monday
2010081606,2488,Monday
2010081607,3731,Monday
2010081608,4389,Monday
2010081609,3977,Monday
2010081610,2967,Monday
2010081611,2654,Monday
2010081612,2393,Monday
2010081613,2015,Monday
2010081614,2346,Monday
2010081615,2260,Monday
2010081616,2492,Monday
2010081617,2680,Monday
2010081618,2276,Monday
2010081619,1874,Monday
2010081620,1465,Monday
2010081621,1579,Monday
2010081622,1162,Monday
2010081623,902,Monday
2010081700,603,Tuesday
2010081701,231,Tuesday
2010081702,122,Tuesday
2010081703,134,Tuesday
2010081704,273,Tuesday
2010081705,887,Tuesday
2010081706,2391,Tuesday
2010081707,3514,Tuesday
2010081708,4090,Tuesday
2010081709,3788,Tuesday
2010081710,2924,Tuesday
2010081711,2756,Tuesday
2010081712,2364,Tuesday
2010081713,2181,Tuesday
2010081714,2296,Tuesday
2010081715,2250,Tuesday
2010081716,2600,Tuesday
2010081717,2488,Tuesday
2010081718,2464,Tuesday
2010081719,1795,Tuesday
2010081720,1473,Tuesday
2010081721,1408,Tuesday
2010081722,1199,Tuesday
2010081723,971,Tuesday
2010081800,856,Wednesday
2010081801,363,Wednesday
2010081802,139,Wednesday
2010081803,144,Wednesday
2010081804,290,Wednesday
2010081805,908,Wednesday
2010081806,2481,Wednesday
2010081807,3724,Wednesday
2010081808,4205,Wednesday
2010081809,3695,Wednesday
2010081810,2923,Wednesday
2010081811,2694,Wednesday
2010081812,2277,Wednesday
2010081813,2389,Wednesday
2010081814,2483,Wednesday
2010081815,2719,Wednesday
2010081816,2876,Wednesday
2010081817,2797,Wednesday
2010081818,2587,Wednesday
2010081819,1965,Wednesday
2010081820,1505,Wednesday
2010081821,1472,Wednesday
2010081822,1263,Wednesday
2010081823,898,Wednesday
2010081900,810,Thursday
2010081901,479,Thursday
2010081902,155,Thursday
2010081903,169,Thursday
2010081904,275,Thursday
2010081905,941,Thursday
2010081906,2422,Thursday
2010081907,3643,Thursday
2010081908,4024,Thursday
2010081909,3797,Thursday
2010081910,2880,Thursday
2010081911,2956,Thursday
2010081912,2755,Thursday
2010081913,2603,Thursday
2010081914,2515,Thursday
2010081915,2678,Thursday
2010081916,2707,Thursday
2010081917,2824,Thursday
2010081918,2746,Thursday
2010081919,2454,Thursday
2010081920,1693,Thursday
2010081921,1606,Thursday
2010081922,1352,Thursday
2010081923,1189,Thursday
2010082000,714,Friday
2010082001,358,Friday
2010082002,180,Friday
2010082003,192,Friday
2010082004,306,Friday
2010082005,956,Friday
2010082006,2430,Friday
2010082007,3333,Friday
2010082008,3670,Friday
2010082009,3104,Friday
2010082010,2612,Friday
2010082011,2347,Friday
2010082012,2006,Friday
2010082013,2503,Friday
2010082014,2482,Friday
2010082015,2124,Friday
2010082016,2736,Friday
2010082017,2794,Friday
2010082018,2409,Friday
2010082019,2061,Friday
2010082020,1707,Friday
2010082021,1255,Friday
2010082022,795,Friday
2010082023,526,Friday
2010082100,1091,Saturday
2010082101,434,Saturday
2010082102,216,Saturday
2010082103,206,Saturday
2010082104,275,Saturday
2010082105,506,Saturday
2010082106,1145,Saturday
2010082107,1505,Saturday
2010082108,1618,Saturday
2010082109,1790,Saturday
2010082110,1974,Saturday
2010082111,2020,Saturday
2010082112,2061,Saturday
2010082113,2060,Saturday
2010082114,2104,Saturday
2010082115,2197,Saturday
2010082116,2213,Saturday
2010082117,2323,Saturday
2010082118,2474,Saturday
2010082119,2137,Saturday
2010082120,1870,Saturday
2010082121,1908,Saturday
2010082122,1827,Saturday
2010082123,1923,Saturday
2010082200,1033,Sunday
2010082201,577,Sunday
2010082202,370,Sunday
2010082203,233,Sunday
2010082204,219,Sunday
2010082205,301,Sunday
2010082206,655,Sunday
2010082207,842,Sunday
2010082208,1092,Sunday
2010082209,1320,Sunday
2010082210,1703,Sunday
2010082211,1996,Sunday
2010082212,2236,Sunday
2010082213,2496,Sunday
2010082214,2113,Sunday
2010082215,2455,Sunday
2010082216,2484,Sunday
2010082217,2149,Sunday
2010082218,2208,Sunday
2010082219,2051,Sunday
2010082220,2175,Sunday
2010082221,1854,Sunday
2010082222,1307,Sunday
2010082223,1046,Sunday
2010082300,1060,Monday
2010082301,858,Monday
2010082302,504,Monday
2010082303,217,Monday
2010082304,280,Monday
2010082305,816,Monday
2010082306,2060,Monday
2010082307,3242,Monday
2010082308,4045,Monday
2010082309,4178,Monday
2010082310,2755,Monday
2010082311,2749,Monday
2010082312,2709,Monday
2010082313,2047,Monday
2010082314,2829,Monday
2010082315,2465,Monday
2010082316,2547,Monday
2010082317,2513,Monday
2010082318,2385,Monday
2010082319,1860,Monday
2010082320,1514,Monday
2010082321,1340,Monday
2010082322,1105,Monday
2010082323,875,Monday
2010082400,637,Tuesday
2010082401,254,Tuesday
2010082402,183,Tuesday
2010082403,150,Tuesday
2010082404,281,Tuesday
2010082405,994,Tuesday
2010082406,2532,Tuesday
2010082407,3673,Tuesday
2010082408,4303,Tuesday
2010082409,3704,Tuesday
2010082410,2807,Tuesday
2010082411,2593,Tuesday
2010082412,2420,Tuesday
2010082413,2679,Tuesday
2010082414,2470,Tuesday
2010082415,2593,Tuesday
2010082416,2400,Tuesday
2010082417,2554,Tuesday
2010082418,2297,Tuesday
2010082419,1751,Tuesday
2010082420,1487,Tuesday
2010082421,1446,Tuesday
2010082422,1271,Tuesday
2010082423,1026,Tuesday
2010082500,632,Wednesday
2010082501,229,Wednesday
2010082502,157,Wednesday
2010082503,141,Wednesday
2010082504,271,Wednesday
2010082505,843,Wednesday
2010082506,2266,Wednesday
2010082507,3470,Wednesday
2010082508,3941,Wednesday
2010082509,3879,Wednesday
2010082510,2962,Wednesday
2010082511,2894,Wednesday
2010082512,2466,Wednesday
2010082513,2496,Wednesday
2010082514,2829,Wednesday
2010082515,2732,Wednesday
2010082516,2539,Wednesday
2010082517,2872,Wednesday
2010082518,2815,Wednesday
2010082519,1975,Wednesday
2010082520,1611,Wednesday
2010082521,1413,Wednesday
2010082522,1340,Wednesday
2010082523,953,Wednesday
2010082600,511,Thursday
2010082601,215,Thursday
2010082602,157,Thursday
2010082603,149,Thursday
2010082604,275,Thursday
2010082605,897,Thursday
2010082606,2416,Thursday
2010082607,3715,Thursday
2010082608,3876,Thursday
2010082609,3966,Thursday
2010082610,2893,Thursday
2010082611,2962,Thursday
2010082612,2542,Thursday
2010082613,2332,Thursday
2010082614,2683,Thursday
2010082615,2739,Thursday
2010082616,2681,Thursday
2010082617,2784,Thursday
2010082618,2808,Thursday
2010082619,2279,Thursday
2010082620,1783,Thursday
2010082621,1673,Thursday
2010082622,1575,Thursday
2010082623,1097,Thursday
2010082700,597,Friday
2010082701,368,Friday
2010082702,197,Friday
2010082703,172,Friday
2010082704,303,Friday
2010082705,967,Friday
2010082706,2383,Friday
2010082707,3795,Friday
2010082708,3762,Friday
2010082709,3471,Friday
2010082710,2768,Friday
2010082711,2491,Friday
2010082712,2342,Friday
2010082713,2376,Friday
2010082714,2554,Friday
2010082715,2676,Friday
2010082716,2783,Friday
2010082717,2837,Friday
2010082718,2834,Friday
2010082719,2830,Friday
2010082720,1941,Friday
2010082721,2299,Friday
2010082722,2474,Friday
2010082723,1582,Friday
2010082800,891,Saturday
2010082801,487,Saturday
2010082802,247,Saturday
2010082803,196,Saturday
2010082804,265,Saturday
2010082805,488,Saturday
2010082806,1380,Saturday
2010082807,2293,Saturday
2010082808,2758,Saturday
2010082809,2816,Saturday
2010082810,2863,Saturday
2010082811,2631,Saturday
2010082812,2190,Saturday
2010082813,2244,Saturday
2010082814,2318,Saturday
2010082815,2198,Saturday
2010082816,2162,Saturday
2010082817,2734,Saturday
2010082818,2254,Saturday
2010082819,2297,Saturday
2010082820,2102,Saturday
2010082821,1963,Saturday
2010082822,2019,Saturday
2010082823,1688,Saturday
2010082900,982,Sunday
2010082901,555,Sunday
2010082902,349,Sunday
2010082903,209,Sunday
2010082904,231,Sunday
2010082905,317,Sunday
2010082906,756,Sunday
2010082907,1030,Sunday
2010082908,1242,Sunday
2010082909,1588,Sunday
2010082910,1863,Sunday
2010082911,2067,Sunday
2010082912,2299,Sunday
2010082913,2396,Sunday
2010082914,2367,Sunday
2010082915,2216,Sunday
2010082916,2261,Sunday
2010082917,2644,Sunday
2010082918,2863,Sunday
2010082919,2549,Sunday
2010082920,2209,Sunday
2010082921,2316,Sunday
2010082922,2351,Sunday
2010082923,1567,Sunday
2010083000,842,Monday
2010083001,354,Monday
2010083002,178,Monday
2010083003,138,Monday
2010083004,272,Monday
2010083005,929,Monday
2010083006,2377,Monday
2010083007,3606,Monday
2010083008,4174,Monday
2010083009,3526,Monday
2010083010,2772,Monday
2010083011,2735,Monday
2010083012,2397,Monday
2010083013,2547,Monday
2010083014,2431,Monday
2010083015,2323,Monday
2010083016,2754,Monday
2010083017,2760,Monday
2010083018,2399,Monday
2010083019,2014,Monday
2010083020,1734,Monday
2010083021,1479,Monday
2010083022,1412,Monday
2010083023,1147,Monday
2010083100,622,Tuesday
2010083101,239,Tuesday
2010083102,120,Tuesday
2010083103,156,Tuesday
2010083104,246,Tuesday
2010083105,887,Tuesday
2010083106,2330,Tuesday
2010083107,3602,Tuesday
2010083108,3768,Tuesday
2010083109,4087,Tuesday
2010083110,2617,Tuesday
2010083111,2815,Tuesday
2010083112,2544,Tuesday
2010083113,2552,Tuesday
2010083114,2438,Tuesday
2010083115,2761,Tuesday
2010083116,2819,Tuesday
2010083117,3053,Tuesday
2010083118,2657,Tuesday
2010083119,2084,Tuesday
2010083120,1776,Tuesday
2010083121,1623,Tuesday
2010083122,1391,Tuesday
2010083123,1087,Tuesday
2010090100,658,Wednesday
2010090101,319,Wednesday
2010090102,152,Wednesday
2010090103,157,Wednesday
2010090104,310,Wednesday
2010090105,890,Wednesday
2010090106,2450,Wednesday
2010090107,3528,Wednesday
2010090108,4279,Wednesday
2010090109,3793,Wednesday
2010090110,2973,Wednesday
2010090111,2713,Wednesday
2010090112,2791,Wednesday
2010090113,2406,Wednesday
2010090114,2559,Wednesday
2010090115,2561,Wednesday
2010090116,2804,Wednesday
2010090117,2611,Wednesday
2010090118,2729,Wednesday
2010090119,2172,Wednesday
2010090120,1807,Wednesday
2010090121,1521,Wednesday
2010090122,1347,Wednesday
2010090123,1065,Wednesday
2010090200,745,Thursday
2010090201,272,Thursday
2010090202,141,Thursday
2010090203,142,Thursday
2010090204,282,Thursday
2010090205,911,Thursday
2010090206,2311,Thursday
2010090207,3627,Thursday
2010090208,4053,Thursday
2010090209,3607,Thursday
2010090210,2983,Thursday
2010090211,2669,Thursday
2010090212,2559,Thursday
2010090213,2490,Thursday
2010090214,2976,Thursday
2010090215,2646,Thursday
2010090216,2729,Thursday
2010090217,2942,Thursday
2010090218,2857,Thursday
2010090219,2375,Thursday
2010090220,1754,Thursday
2010090221,1807,Thursday
2010090222,1594,Thursday
2010090223,1413,Thursday
2010090300,808,Friday
2010090301,306,Friday
2010090302,158,Friday
2010090303,178,Friday
2010090304,309,Friday
2010090305,914,Friday
2010090306,2302,Friday
2010090307,3336,Friday
2010090308,3658,Friday
2010090309,2863,Friday
2010090310,2301,Friday
2010090311,2439,Friday
2010090312,2284,Friday
2010090313,2029,Friday
2010090314,2260,Friday
2010090315,2537,Friday
2010090316,2592,Friday
2010090317,2736,Friday
2010090318,2418,Friday
2010090319,1722,Friday
2010090320,1556,Friday
2010090321,1489,Friday
2010090322,1521,Friday
2010090323,1408,Friday
2010090400,1052,Saturday
2010090401,414,Saturday
2010090402,186,Saturday
2010090403,166,Saturday
2010090404,220,Saturday
2010090405,426,Saturday
2010090406,946,Saturday
2010090407,1318,Saturday
2010090408,1560,Saturday
2010090409,1653,Saturday
2010090410,1817,Saturday
2010090411,2234,Saturday
2010090412,2095,Saturday
2010090413,2136,Saturday
2010090414,2151,Saturday
2010090415,1993,Saturday
2010090416,2067,Saturday
2010090417,2271,Saturday
